objectid,Tipo de Trecho,Jurisdição,Administração,Concessionária,Revestimento,Operacionalização,Situação Física,Tráfego,Canteiro,Capacidade de Carga,Número de Faixas,st_length_,ID,geometria,Código de Trecho,shape,st_length(shape)
732,2,2,0, ,2,1,5,2,0,0,0,0.00645234,732,2,PE 084,,0.006452335843565701
548,2,2,0, ,2,1,3,2,0,0,0,0.12362627,548,2,PE 064,,0.12362627207375793
549,2,2,0, ,2,1,5,2,0,0,0,0.3357772,549,2,PE 037,,0.33577720259693256
550,2,2,0, ,2,1,3,2,0,0,0,0.19597214,550,2,PE 079,,0.1959721398933322
556,2,2,0, ,2,1,5,2,0,0,0,0.36000716,556,2,PE 100,,0.36000716130938687
559,2,2,0, ,2,1,5,2,0,0,0,0.08387216,559,2,PE 244,,0.08387216495255972
560,2,2,0, ,2,1,5,2,0,0,0,0.3265144,560,2,PE 244,,0.32651440457269726
561,2,2,0, ,2,1,5,2,0,0,0,0.07010715,561,2,PE 244,,0.07010714590614543
562,2,2,0, ,2,1,5,2,0,0,0,0.14795538,562,2,PE 244,,0.1479553758064035
567,2,2,0, ,3,1,5,2,0,0,0,0.04136396,567,2,PE 072,,0.04136396049373465
570,2,2,0, ,2,1,3,2,0,0,0,0.05773885,570,2,PE 121,,0.057738853122674766
571,2,2,0, ,2,1,3,2,0,0,0,0.16187186,571,2,PE 121,,0.16187185993013062
577,2,2,0, ,1,1,5,2,0,0,0,0.23206268,577,2,PE 355,,0.23206268098016833
579,2,2,0, ,3,1,5,2,0,0,0,0.11152666,579,2,PE 264,,0.11152665853676143
580,2,2,0, ,3,1,5,2,0,0,0,0.0769204,580,2,PE 074,,0.07692040174592164
581,2,2,0, ,3,1,5,2,0,0,0,0.04191959,581,2,PE 074,,0.04191959341114793
583,2,2,0, ,1,1,5,2,0,0,0,0.03820941,583,2,PE 070,,0.03820941334460727
639,2,1,0, ,3,1,5,1,0,0,0,0.06608328,639,2,BR 424,,0.06608327943237412
640,2,1,0, ,3,1,5,1,0,0,0,0.07608605,640,2,BR 424,,0.07608605256356062
611,2,2,0, ,2,1,3,2,0,0,0,0.11391438,611,2,PE 170,,0.11391438080063399
661,2,2,0, ,3,1,5,2,0,0,0,0.02495755,661,2,PE 166,,0.02495755478159101
665,2,2,0, ,3,1,5,2,0,0,0,0.0655769,665,2,PE 123,,0.06557689527616359
629,2,2,0, ,3,1,5,2,0,0,0,0.17458346,629,2,PE 180,,0.174583456222205
635,2,2,0, ,3,1,5,2,0,0,0,0.13884039,635,2,PE 062,,0.13884039443805388
637,2,1,0, ,3,1,5,1,0,0,0,0.07348232,637,2,BR 424,,0.07348231923507698
638,2,1,0, ,3,1,5,1,0,0,0,0.02872244,638,2,BR 424,,0.028722438000416375
643,2,2,0, ,1,1,5,2,0,0,0,0.11174877,643,2,PE 211,,0.11174877485906523
645,2,2,0, ,1,1,5,2,0,0,0,0.08234907,645,1,PE 211,,0.08234906867593848
666,2,2,0, ,3,1,5,2,0,0,0,0.09251962,666,2,PE 123,,0.09251961972451399
667,2,2,0, ,3,1,5,2,0,0,0,0.04210921,667,2,PE 125,,0.042109206172030574
668,2,2,0, ,1,1,5,2,0,0,0,0.19943626,668,2,PE 125,,0.1994362634005875
671,2,1,0, ,1,1,5,2,0,0,0,0.18508273,671,2,BR 316,,0.1850827320768321
673,2,2,0, ,3,1,5,2,0,0,0,0.00835802,673,2,PE 091,,0.00835801757406423
676,2,2,0, ,3,1,5,2,0,0,0,0.00426464,676,2,PE 009,,0.004264638160216878
677,2,2,0, ,3,1,5,2,0,0,2,0.17867545,677,2,PE 009,,0.1786754499677549
678,2,1,0, ,3,1,5,1,0,0,0,0.0803547,678,2,BR 424,,0.08035469917446084
681,2,2,0, ,3,1,5,2,0,0,0,0.12830612,681,2,PE 636,,0.128306123387263
682,2,2,0, ,3,1,5,2,0,0,0,0.16028555,682,2,PE 638,,0.16028555240492257
683,2,2,0, ,3,1,5,2,0,0,0,0.10103299,683,2,PE 633,,0.10103299306900929
684,2,2,0, ,1,1,5,2,0,0,0,0.14479437,684,2,PE 576,,0.14479437271375548
685,2,2,0, ,1,1,5,2,0,0,0,0.21243288,685,2,PE 634,,0.21243287536611777
686,2,2,0, ,1,1,5,2,0,0,0,0.17856912,686,2,PE 634,,0.17856911744851717
687,2,2,0, ,1,1,5,2,0,0,0,0.09292848,687,2,PE 634,,0.09292847657362406
688,2,2,0, ,1,1,5,2,0,0,0,0.14826103,688,2,PE 634,,0.1482610252884637
689,2,2,0, ,1,1,5,2,0,0,0,0.36323618,689,2,PE 627,,0.3632361813293834
690,2,2,0, ,1,1,5,2,0,0,0,0.15346725,690,2,PE 627,,0.1534672488799384
691,2,2,0, ,1,1,5,2,0,0,0,0.01495907,691,2,PE 627,,0.014959074899186395
692,2,2,0, ,1,1,5,2,0,0,0,0.30997844,692,1,PE 627,,0.30997843984640244
693,2,2,0, ,3,1,5,2,0,0,0,0.3634097,693,2,PE 604,,0.36340970022044955
694,2,2,0, ,3,1,5,2,0,0,0,0.26438622,694,2,PE 604,,0.2643862236329064
695,2,2,0, ,3,1,5,2,0,0,0,0.13296162,695,2,PE 615,,0.13296161974610896
696,2,2,0, ,3,1,5,2,0,0,0,0.27937208,696,2,PE 585,,0.2793720796121064
709,2,2,0, ,1,1,5,2,0,0,0,0.03910635,709,2,PE 414,,0.039106354068773656
697,2,2,0, ,3,1,5,2,0,0,0,0.15621098,697,2,PE 585,,0.156210982401743
698,2,2,0, ,1,1,5,2,0,0,0,0.1881169,698,2,PE 590,,0.18811690335997105
701,2,2,0, ,1,1,5,2,0,0,0,0.15176313,701,2,PE 450,,0.15176312648453993
702,2,2,0, ,3,1,5,2,0,0,0,0.06997789,702,2,PE 430,,0.06997789067898254
703,2,2,0, ,3,1,5,2,0,0,0,0.15834227,703,2,PE 430,,0.1583422696317713
704,2,2,0, ,3,1,5,2,0,0,0,0.02545318,704,2,PE 430,,0.02545318039490169
705,2,2,0, ,1,1,5,2,0,0,0,0.02908299,705,2,PE 435,,0.029082992341890223
757,2,2,0, ,3,1,5,2,0,0,0,0.12600657,757,2,PE 103,,0.12600657248547442
706,2,2,0, ,1,1,5,2,0,0,0,0.10922519,706,2,PE 414,,0.10922519387592657
707,2,2,0, ,1,1,5,2,0,0,0,0.15479235,707,2,PE 414,,0.1547923549765226
708,2,2,0, ,2,1,5,2,0,0,0,0.05103983,708,2,PE 414,,0.051039831657035156
711,2,2,0, ,3,1,5,2,0,0,0,0.34621701,711,2,PE 425,,0.3462170070720947
715,2,2,0, ,2,1,3,2,0,0,0,0.09858285,715,2,PE 635,,0.0985828534058282
728,2,2,0, ,1,1,5,2,0,0,0,0.05242929,728,2,PE 081,,0.05242929046360972
758,2,2,0, ,3,1,5,2,0,0,0,0.04956479,758,2,PE 103,,0.049564788478893465
712,2,2,0, ,1,1,5,2,0,0,0,0.40644598,712,2,PE 425,,0.40644598162229606
713,2,2,0, ,3,1,5,2,0,0,0,0.00967625,713,2,PE 425,,0.009676252363920704
714,2,2,0, ,3,1,5,2,0,0,0,0.00639966,714,2,PE 310,,0.006399656333853144
729,2,2,0, ,3,1,5,2,0,0,0,0.10296829,729,2,PE 088,,0.10296829185240391
716,2,2,0, ,2,1,3,2,0,0,0,0.08297267,716,2,PE 635,,0.08297267257654883
718,2,1,0, ,3,1,5,1,0,0,0,0.00787529,718,2,BR 424,,0.007875285627178088
719,2,1,0, ,3,1,5,1,0,0,0,0.04271967,719,2,BR 424,,0.04271967367614413
720,2,1,0, ,3,1,5,1,0,0,0,0.02317162,720,2,BR 424,,0.023171619834370362
725,2,2,0, ,1,1,5,2,0,0,0,0.14957441,725,2,PE 081,,0.1495744099146963
726,2,2,0, ,1,1,5,2,0,0,0,0.02368684,726,2,PE 081,,0.02368683638665084
727,2,2,0, ,1,1,5,2,0,0,0,0.01957995,727,2,PE 081,,0.019579951972417575
730,2,2,0, ,2,1,5,2,0,0,0,0.11162191,730,2,PE 088,,0.11162191132068261
735,2,2,0, ,3,1,5,2,0,0,0,0.0949861,735,2,PE 091,,0.09498610090723186
737,2,2,0, ,3,1,5,2,0,0,0,0.17767852,737,2,PE 089,,0.17767851712828758
738,2,2,0, ,3,1,5,2,0,0,0,0.00588537,738,2,PE 089,,0.0058853689028459995
739,2,2,0, ,3,1,5,2,0,0,0,0.04279214,739,2,PE 089,,0.04279214453905946
740,2,2,0, ,3,1,5,2,0,0,0,0.01198714,740,2,PE 089,,0.01198713632698998
741,2,2,0, ,3,1,5,2,0,0,0,0.0868662,741,2,PE 089,,0.08686620454218077
742,2,2,0, ,3,1,5,2,0,0,0,0.00132843,742,2,PE 089,,0.0013284258417840958
743,2,2,0, ,3,1,5,2,0,0,0,0.04410909,743,2,PE 089,,0.044109085308518564
744,2,2,0, ,2,1,3,2,0,0,0,0.00629277,744,2,PE 106,,0.006292770259832682
745,2,2,0, ,2,1,5,2,0,0,0,0.03009759,745,2,PE 106,,0.03009758654836196
748,2,2,0, ,2,1,5,2,0,0,0,0.03661064,748,2,PE 054,,0.036610639429773786
750,2,2,0, ,3,1,5,2,0,0,0,0.10106599,750,2,PE 041,,0.10106599018352642
751,2,2,0, ,3,1,5,2,0,0,0,0.19650564,751,2,PE 041,,0.19650563947925676
752,2,2,0, ,3,1,5,2,0,0,0,0.0967696,752,2,PE 041,,0.09676959581429423
753,2,2,0, ,2,1,5,2,0,0,0,0.16756806,753,2,PE 027,,0.16756805721259976
754,2,1,0, ,3,1,5,1,0,0,2,0.37357464,754,2,BR 408,,0.3735746442616364
773,2,2,0, ,3,1,5,2,0,0,0,0.1325767,773,2,PE 203,,0.132576696678704
774,2,2,0, ,3,1,5,2,0,0,0,0.06413536,774,2,PE 223,,0.06413535550242426
804,2,2,0, ,3,1,5,2,0,0,0,0.4502051,804,2,PE 218,,0.4502050982915757
806,2,2,0, ,3,1,5,2,0,0,0,0.0411981,806,2,PE 233,,0.04119810026740566
807,2,2,0, ,1,1,5,2,0,0,0,0.03544795,807,2,PE 020,,0.03544794552680909
809,2,2,0, ,3,1,5,2,0,0,0,0.03013587,809,2,PE 073,,0.030135874331886872
810,2,2,0, ,3,1,5,2,0,0,0,0.14938691,810,2,PE 073,,0.14938690804173793
811,2,2,0, ,3,1,5,2,0,0,0,0.13126188,811,2,PE 073,,0.13126187672979053
812,2,2,0, ,3,1,5,2,0,0,0,0.10070236,812,2,PE 170,,0.10070236391280867
820,2,2,0, ,3,1,5,2,0,0,0,0.07892709,820,2,PE 095,,0.07892709348944073
813,2,2,0, ,3,1,5,2,0,0,0,0.024959,813,2,PE 170,,0.024959001654619173
814,2,1,0, ,3,1,5,1,0,0,2,1.30561239,814,2,BR 232,,1.3056123890648978
815,2,2,0, ,3,1,5,2,0,0,0,0.01708424,815,2,PE 078,,0.017084239327930986
818,2,2,0, ,3,1,5,2,0,0,0,0.03996635,818,2,PE 095,,0.039966347523520164
819,2,2,0, ,3,1,5,2,0,0,0,0.06885077,819,2,PE 095,,0.06885076682433625
821,2,2,0, ,3,1,5,2,0,0,0,0.01361299,821,2,PE 095,,0.013612989181256164
822,2,2,0, ,3,1,5,2,0,0,0,0.08653252,822,2,PE 097,,0.08653252101357942
823,2,2,0, ,3,1,5,2,0,0,0,0.10527471,823,2,PE 097,,0.10527470789140235
824,2,2,0, ,1,1,5,2,0,0,0,0.08035499,824,2,PE 083,,0.08035499168528835
826,2,2,0, ,3,1,5,2,0,0,0,0.04023122,826,2,PE 083,,0.04023122190229305
827,2,2,0, ,3,1,5,2,0,0,0,0.21409992,827,2,PE 095,,0.2140999213474448
828,2,2,0, ,3,1,5,2,0,0,0,0.16993106,828,2,PE 145,,0.1699310588138909
829,2,2,0, ,3,1,5,2,0,0,0,0.04808095,829,2,PE 145,,0.04808094751887057
830,2,2,0, ,3,1,5,2,0,0,0,0.06119205,830,2,PE 145,,0.06119204549966109
831,2,2,0, ,3,1,5,2,0,0,0,0.03082078,831,2,PE 145,,0.03082078051189739
832,2,2,0, ,3,1,5,2,0,0,0,0.01272936,832,2,PE 145,,0.012729361298720826
833,2,2,0, ,3,1,5,2,0,0,0,0.16349673,833,2,PE 160,,0.1634967326587558
834,2,2,0, ,3,1,5,2,0,0,0,0.08821042,834,2,PE 160,,0.08821041819868171
919,2,2,0, ,3,1,5,2,0,0,0,0.05998343,919,2,PE 275,,0.05998342954933523
836,2,2,0, ,3,1,5,2,0,0,0,0.12116844,836,2,PE 166,,0.12116843980675443
837,2,2,0, ,1,1,5,2,0,0,0,0.02481526,837,2,PE 197,,0.024815263289465067
838,2,2,0, ,3,1,5,2,0,0,0,0.00965782,838,2,PE 197,,0.009657822977457323
839,2,2,0, ,3,1,5,2,0,0,0,0.05555583,839,2,PE 197,,0.05555582916630336
840,2,2,0, ,3,1,5,2,0,0,0,0.09395976,840,2,PE 197,,0.0939597582136237
841,2,2,0, ,3,1,5,2,0,0,0,0.02060002,841,2,PE 197,,0.020600022315298543
842,2,2,0, ,3,1,5,2,0,0,0,0.01470913,842,2,PE 197,,0.014709133741862368
843,2,2,0, ,3,1,5,2,0,0,0,0.12574729,843,2,PE 219,,0.1257472897668428
844,2,2,0, ,3,1,5,2,0,0,0,0.02508428,844,2,PE 219,,0.025084277727022042
867,2,2,0, ,1,1,5,2,0,0,0,0.02237866,867,2,PE 072,,0.02237866159061857
917,2,2,0, ,3,1,5,2,0,0,0,0.08031284,917,2,PE 275,,0.08031283637074152
848,2,2,0, ,1,1,5,2,0,0,0,0.0931516,848,2,PE 211,,0.093151601610793
849,2,2,0, ,1,1,5,2,0,0,0,0.00103791,849,2,PE 234,,0.00103791382964724
863,2,2,0, ,3,1,5,2,0,0,0,0.08079464,863,2,PE 009,,0.08079463534804059
851,2,2,0, ,1,1,5,2,0,0,0,0.00411475,851,2,PE 234,,0.004114748678466421
852,2,2,0, ,1,1,5,2,0,0,0,0.05929442,852,2,PE 211,,0.05929441954061166
853,2,2,0, ,3,1,5,2,0,0,0,0.04911598,853,2,PE 009,,0.04911597528310191
855,2,2,0, ,1,1,5,2,0,0,0,0.03086704,855,2,PE 009,,0.030867040563212662
856,2,2,0, ,3,1,5,2,0,0,0,0.01401109,856,2,PE 009,,0.014011088878147487
868,2,2,0, ,3,1,5,2,0,0,0,0.03361681,868,2,PE 009,,0.033616810117917985
869,2,2,0, ,1,1,5,2,0,0,0,0.03779987,869,1,PE 009,,0.03779987210234554
872,2,2,0, ,3,1,5,2,0,0,0,0.09853556,872,2,PE 099,,0.09853555885031054
873,2,2,0, ,2,1,5,2,0,0,0,0.06318292,873,2,PE 099,,0.06318291512716974
874,2,2,0, ,1,1,5,2,0,0,0,0.08201715,874,2,PE 070,,0.0820171467931399
875,2,2,0, ,1,1,5,2,0,0,0,0.09809529,875,2,PE 418,,0.09809528749500562
877,2,1,0, ,3,1,5,1,0,0,0,0.13926189,877,2,BR 424,,0.1392618861459365
878,2,1,0, ,3,1,5,1,0,0,0,0.02066412,878,2,BR 424,,0.020664117600047983
879,2,1,0, ,3,1,5,1,0,0,0,0.21842193,879,2,BR 424,,0.2184219345703854
880,2,1,0, ,3,1,5,1,0,0,0,0.07557058,880,2,BR 424,,0.07557058388652499
881,2,1,0, ,3,1,5,1,0,0,0,0.03993177,881,2,BR 424,,0.039931773454716796
882,2,1,0, ,3,1,5,1,0,0,0,0.08616121,882,2,BR 424,,0.08616120819541852
883,2,1,0, ,3,1,5,1,0,0,0,0.02705478,883,2,BR 424,,0.027054775521084092
884,2,1,0, ,3,1,5,1,0,0,0,0.07205474,884,2,BR 424,,0.07205473607659496
885,2,1,0, ,3,1,5,1,0,0,0,0.08681819,885,2,BR 101,,0.086818190265979
886,2,1,0, ,3,1,5,1,0,0,0,0.04983095,886,2,BR 101,,0.04983095363601728
914,2,2,0, ,3,1,5,2,0,0,0,0.09379403,914,2,PE 275,,0.09379403093870121
887,2,1,0, ,3,1,5,1,0,0,0,0.0827242,887,2,BR 101,,0.0827242026129424
888,2,1,0, ,3,1,5,1,0,0,0,0.0328573,888,2,BR 101,,0.03285729819374031
889,2,1,0, ,3,1,5,1,0,0,0,0.05207273,889,2,BR 101,,0.05207273402394302
890,2,1,0, ,3,1,5,1,0,0,0,0.01759907,890,2,BR 101,,0.017599065732793098
891,2,1,0, ,3,1,5,1,0,0,0,0.18836021,891,2,BR 101,,0.18836021054766386
892,2,1,0, ,3,1,5,1,0,0,0,0.07079336,892,2,BR 101,,0.0707933551576745
893,2,1,0, ,3,1,5,1,0,0,0,0.00441921,893,2,BR 101,,0.004419211895030132
915,2,2,0, ,3,1,5,2,0,0,0,0.08074394,915,2,PE 275,,0.0807439398565292
918,2,2,0, ,3,1,5,2,0,0,0,0.10006545,918,2,PE 275,,0.10006545013362961
894,2,1,0, ,3,1,5,1,0,0,0,0.11816417,894,2,BR 101,,0.11816416711933458
895,2,1,0, ,3,1,5,1,0,0,0,0.01123428,895,2,BR 101,,0.01123427543270835
896,2,1,0, ,3,1,5,1,0,0,0,0.04272767,896,2,BR 101,,0.042727667934084126
897,2,1,0, ,3,1,5,1,0,0,0,0.04971681,897,2,BR 101,,0.0497168097077295
898,2,1,0, ,3,1,5,1,0,0,0,0.02817763,898,2,BR 101,,0.02817763472004612
899,2,1,0, ,3,1,5,1,0,0,0,0.05055549,899,2,BR 101,,0.05055548668143126
900,2,1,0, ,3,1,5,1,0,0,0,0.00258929,900,2,BR 101,,0.0025892939026310848
901,2,1,0, ,3,1,5,1,0,0,0,0.0483371,901,2,BR 101,,0.04833709763763319
902,2,1,0, ,3,1,5,1,0,0,0,0.03786849,902,2,BR 101,,0.03786849422180089
903,2,1,0, ,3,1,5,1,0,0,0,0.01746634,903,2,BR 101,,0.017466336797419855
904,2,1,0, ,3,1,5,1,0,0,0,0.045835,904,2,BR 101,,0.045834998823513155
916,2,2,0, ,3,1,5,2,0,0,0,0.07343161,916,2,PE 275,,0.07343161420694588
905,2,1,0, ,3,1,5,1,0,0,0,0.23082367,905,2,BR 082/408,,0.23082366629036843
906,2,2,0, ,3,1,5,2,0,0,0,0.02051355,906,2,PE 112,,0.02051355081169661
907,2,2,0, ,3,1,5,2,0,0,0,0.10678283,907,2,PE 217,,0.10678283005293063
908,2,2,0, ,3,1,5,2,0,0,0,0.08767507,908,2,PE 280,,0.08767506758446476
909,2,2,0, ,3,1,5,2,0,0,0,0.08212175,909,2,PE 280,,0.08212175073317629
910,2,2,0, ,3,1,5,2,0,0,0,0.00142966,910,2,PE 280,,0.0014296602102029262
911,2,2,0, ,3,1,5,2,0,0,0,0.05195083,911,2,PE 280,,0.0519508302728669
912,2,2,0, ,3,1,5,2,0,0,0,0.03548668,912,2,PE 280,,0.0354866830768153
913,2,2,0, ,3,1,5,2,0,0,0,0.12910437,913,2,PE 275,,0.1291043685903126
920,2,2,0, ,3,1,5,2,0,0,0,0.09917484,920,2,PE 275,,0.09917483627398677
921,2,2,0, ,3,1,5,2,0,0,0,0.03067835,921,2,PE 275,,0.030678353243633952
922,2,2,0, ,3,1,5,2,0,0,0,0.00447315,922,2,PE 275,,0.004473150974069858
923,2,2,0, ,3,1,5,2,0,0,0,0.01491247,923,2,PE 292,,0.014912466580033881
924,2,2,0, ,3,1,5,2,0,0,0,0.08171371,924,2,PE 292,,0.08171370754174274
925,2,2,0, ,3,1,5,2,0,0,0,0.1094736,925,2,PE 292,,0.1094735983677493
926,2,2,0, ,3,1,5,2,0,0,0,0.12094543,926,2,PE 085,,0.12094542835053683
927,2,2,0, ,3,1,5,2,0,0,0,0.10905878,927,2,PE 085,,0.10905878264667813
928,2,2,0, ,3,1,5,2,0,0,0,0.06473729,928,2,PE 085,,0.06473728562651934
929,2,2,0, ,3,1,5,2,0,0,0,0.03928801,929,2,PE 085,,0.03928800992948612
934,2,2,0, ,3,1,5,2,0,0,0,0.0554172,934,2,PE 158,,0.05541720238790882
935,2,2,0, ,3,1,5,2,0,0,0,0.00815567,935,2,PE 158,,0.008155670809935105
936,2,2,0, ,1,1,5,2,0,0,0,0.026925,936,2,PE 312,,0.02692499938673044
930,2,2,0, ,3,1,5,2,0,0,0,0.09685364,930,2,PE 158,,0.09685364190915469
931,2,2,0, ,3,1,5,2,0,0,0,0.05293524,931,2,PE 158,,0.052935237416694605
932,2,2,0, ,3,1,5,2,0,0,0,0.01147259,932,2,PE 158,,0.011472585025553728
933,2,2,0, ,3,1,5,2,0,0,0,0.07037462,933,2,PE 158,,0.07037462114344467
937,2,2,0, ,1,1,5,2,0,0,0,0.18881204,937,2,PE 312,,0.18881203816431769
938,2,2,0, ,1,1,5,2,0,0,0,0.08914086,938,2,PE 312,,0.08914086260112457
939,2,2,0, ,3,1,5,2,0,0,0,0.00534279,939,2,PE 079,,0.005342793464418237
940,2,2,0, ,3,1,5,2,0,0,0,0.01639431,940,2,PE 079,,0.016394307151201812
941,2,2,0, ,3,1,5,1,0,0,0,0.13895062,941,2,PE 265,,0.1389506184113026
942,2,2,0, ,3,1,5,1,0,0,0,0.00660576,942,2,PE 265,,0.00660575591192941
943,2,2,0, ,3,1,5,1,0,0,0,0.00276782,943,2,PE 265,,0.002767817213281508
944,2,2,0, ,3,1,5,1,0,0,0,0.00728244,944,2,PE 265,,0.007282443050062901
945,2,2,0, ,3,1,5,1,0,0,0,0.08585443,945,2,PE 265,,0.08585443483637586
946,2,2,0, ,3,1,5,1,0,0,0,0.00559215,946,2,PE 265,,0.0055921522284737195
947,2,2,0, ,3,1,5,1,0,0,0,0.04913719,947,2,PE 265,,0.049137186618394335
948,2,2,0, ,3,1,5,1,0,0,0,0.05522524,948,2,PE 265,,0.055225241296285206
949,2,2,0, ,3,1,5,1,0,0,0,0.00630103,949,2,PE 265,,0.006301025924857706
950,2,2,0, ,3,1,5,2,0,0,0,0.07014763,950,2,PE 103,,0.07014762810694249
951,2,2,0, ,3,1,5,2,0,0,0,0.01938274,951,2,PE 103,,0.01938273897558624
952,2,2,0, ,3,1,5,2,0,0,0,0.22995362,952,2,PE 285,,0.2299536223559975
953,2,2,0, ,3,1,5,2,0,0,0,0.09434489,953,2,PE 263,,0.09434489269047784
954,2,2,0, ,2,1,5,2,0,0,0,0.140455,954,2,PE 283,,0.14045500461416777
955,2,2,0, ,3,1,5,2,0,0,0,0.20530396,955,2,PE 320,,0.2053039567074745
956,2,2,0, ,3,1,5,2,0,0,0,0.11777576,956,2,PE 320,,0.11777575578653185
957,2,2,0, ,1,1,5,2,0,0,0,0.00660651,957,2,PE 483,,0.006606511228592971
962,2,2,0, ,1,1,5,2,0,0,0,0.20271001,962,2,PE 605,,0.20271001191565402
963,2,2,0, ,1,1,5,2,0,0,0,0.10901884,963,2,PE 614,,0.1090188416450845
976,2,1,0, ,3,1,5,1,0,0,0,0.48051773,976,2,BR 428/122,,0.48051772680084803
977,2,2,0, ,1,1,5,2,0,0,0,0.27685795,977,2,PE 626,,0.2768579491158438
959,2,2,0, ,2,1,5,2,0,0,0,0.25623517,959,2,PE 630,,0.2562351665644107
960,2,2,0, ,2,1,5,2,0,0,0,0.1170545,960,2,PE 630,,0.11705450287968057
961,2,2,0, ,3,1,5,2,0,0,0,0.3626917,961,2,PE 625,,0.3626916954684493
964,2,2,0, ,1,1,5,2,0,0,0,0.22019109,964,2,PE 614,,0.2201910879867462
965,2,2,0, ,1,1,5,2,0,0,0,0.02673834,965,2,PE 605,,0.026738344034852382
966,2,2,0, ,1,1,5,2,0,0,0,0.00537154,966,2,PE 614,,0.005371541131517842
967,2,2,0, ,2,1,5,2,0,0,0,0.10306454,967,2,PE 630,,0.1030645431092831
968,2,2,0, ,3,1,5,2,0,0,0,0.0185281,968,2,PE 604,,0.018528102722006515
969,2,2,0, ,1,1,5,2,0,0,0,0.25826488,969,2,PE 570,,0.25826488257943964
973,2,1,0, ,1,1,5,2,0,0,0,0.15182917,973,2,BR 316,,0.15182916639947322
974,2,1,0, ,1,1,5,2,0,0,0,0.12073784,974,2,BR 316,,0.12073783739701578
978,2,2,0, ,1,1,5,2,0,0,0,0.19137462,978,2,PE 626,,0.19137461544008738
979,2,2,0, ,3,1,5,2,0,0,0,0.2972316,979,2,PE 655,,0.2972316012020986
984,2,2,0, ,3,1,5,2,0,0,0,0.22794166,984,2,PE 647,,0.22794166390253714
